FSF0852AU,0.9534,15.2600,4.70,16.43,NAv,,
AMP1214AU,1.2337,48.7400,4.27,14.10,NAv,,
MMF1215AU,1.5261,10.2100,4.07,12.97,NAv,,
ALLOCATED PENSIONS,,
Multisector Conservative,,
NAv,1.2966,16.0800,8.74,8.20,4.71,,
FSF0321AU,1.6218,54.1100,6.24,7.53,4.6,,
MMF0491AU,3.1437,42.5400,3.71,6.53,3.04,,
MMF0084AU,2.8419,89.3700,3.09,5.89,2.42,,
Multisector Moderate,,
FSF0317AU,1.8870,328.6600,4.01,8.47,2.74,,
AMP1081AU,1.5768,13.5700,4.55,8.40,2.16,,
Multisector Balanced,,
MLC0860AU,12.5090,18.9300,3.37,13.20,NAv,,
FSF0318AU,1.7751,519.2700,1.33,10.60,0.05,,
AMP1160AU,1.0176,15.8000,2.78,9.74,NAv,,
MLC0826AU,8.4303,758.9900,2.86,9.59,NAv,,
MLC0366AU,7.9119,315.3900,2.86,9.58,1.03,,
WFS0042AU,2.2935,31.4700,1.31,9.49,0.08,,
NML0295AU,17.1380,10.8400,2.18,9.44,0.31,,
Multisector Growth,,
MAQ0492AU,3.9792,75.8100,2.75,12.13,2.3,,
ANZ0810AU,1.3400,14.4900,2.02,11.74,2.36,,
FSF0319AU,1.7649,138.9600,-1.13,11.34,-2.09,,
ASS0109AU,1.8292,35.0000,2.45,11.26,0.43,,
MMF0640AU,1.7305,34.4300,1.68,11.15,2.19,,
Multisector Aggressive,,
MLC0805AU,5.8463,11.2500,3.09,13.75,NAv,,
FSF0320AU,1.2625,15.3900,-3.61,12.91,-3.48,,
MLC0828AU,11.6603,330.1800,0.25,11.69,NAv,,
MLC0312AU,10.9322,156.4700,0.24,11.66,-1.81,,
Reserve Backed,,
COM0492AU,2.5655,45.2200,5.77,5.41,5.54,,
NAv,NAv,128.6400,5.90,4.65,NAv,,
ANZ0491AU,2.4533,11.8700,4.62,3.22,3.95,,
ANZ0018AU,2.4533,12.9700,4.62,3.22,3.95,,
AMP0613AU,NAv,38.0100,3.39,3.12,4.17,,
AMP0765AU,NAv,52.0000,3.39,3.12,4.17,,
ANZ0436AU,1.4145,10.3500,4.27,2.87,3.6,,
ANZ0437AU,1.3464,18.9400,3.70,2.30,3.02,,
Australian Cash,,
NAv,NAv,362.1700,5.26,4.73,NAv,,
COM0491AU,2.4464,64.6000,4.51,4.60,4.84,,
NAv,1.3196,316.4300,4.98,4.45,5.33,,
AMP1079AU,1.4686,30.5500,4.35,4.11,4.6,,
MMF1051AU,NAv,13.3100,4.65,3.96,NAv,,
MMF1049AU,NAv,13.2900,4.65,3.96,NAv,,
MMF1050AU,NAv,21.8200,4.60,3.94,NAv,,
Australian Short Term Fixed Interest,,
ASS0111AU,1.7842,18.0000,4.55,4.59,4.18,,
Bonds - Australia,,
NAv,1.4702,190.3900,9.74,9.84,7.63,,
MMF0622AU,1.5308,24.8600,7.94,6.62,6.13,,
Bonds - Global,,
AMP0605AU,1.5146,207.7900,6.96,11.92,4.55,,
MLC0818AU,8.5348,15.4100,10.05,6.37,NAv,,
Bonds - Global / Australia,,
FSF0313AU,1.9658,114.1700,9.12,9.04,6.32,,
ANZ0500AU,1.5490,11.8300,7.14,7.34,5.93,,
MMF1241AU,1.2345,18.2500,9.80,7.16,NAv,,
MLC0848AU,12.9762,41.5000,7.80,7.05,NAv,,
MMF1247AU,1.2232,36.6400,9.77,6.88,NAv,,
MMF0696AU,1.4431,17.5600,5.94,6.49,3.77,,
MMF1242AU,1.2059,25.3400,8.98,6.36,NAv,,
Mortgages,,
MMF0233AU,1.6548,11.0700,-0.69,1.58,3.07,,
Multi-Strategy Income,,
FSF0731AU,1.4654,43.2500,4.50,9.74,4.67,,
FSF0733AU,1.3756,59.6000,3.67,7.80,3.78,,
MMF0867AU,1.3157,12.1700,6.23,4.15,3.51,,
Diversified Credit,,
AMP0884AU,1.0591,85.4700,-0.39,24.69,-1.29,,
FSF0432AU,1.4090,28.5800,4.96,12.54,3.64,,
NAv,NAv,206.3700,12.58,10.57,NAv,,
FSF0427AU,1.4046,37.4900,3.05,10.54,4,,
MMF0870AU,1.2837,18.3600,2.61,10.06,3.55,,
Equity Australia Real Estate,,
AMP0637AU,0.8533,20.2200,1.27,15.69,-15.45,,
FSF0316AU,1.2380,26.4500,0.11,14.50,-16.03,,
Equity Global Real Estate,,
MMF1018AU,0.8639,25.5800,7.23,33.76,-3.31,,
MMF1019AU,0.8299,12.6400,6.42,32.76,-4.04,,
MLC0822AU,8.7466,16.1900,2.23,31.56,NAv,,
FSF0671AU,1.4063,15.9300,7.51,30.21,-6.4,,
FSF0739AU,0.7049,11.1300,5.79,29.67,NAv,,
NAv,0.7322,38.0400,8.85,28.88,-6.2,,
Equity Australia Large Growth,,
MLC0793AU,10.5096,15.7600,-7.70,11.66,NAv,,
AMP0476AU,4.8347,48.0600,-5.89,11.25,-1.2,,
Equity Australia Large Blend,,
NAv,NAv,12.3500,-3.74,18.38,NAv,,
RSA0245AU,1.4543,28.3000,-4.52,14.20,-0.32,,
FSF0815AU,0.8607,31.2100,-2.35,14.08,-6.81,,
MLC0814AU,11.5369,20.6900,-3.94,14.00,NAv,,
FSF0334AU,2.0761,60.1800,-3.72,13.88,0.08,,
Equity Australia Large Value,,
MLC0809AU,13.2309,15.8600,6.51,23.94,NAv,,
ANZ0488AU,2.4593,42.1300,-2.61,14.87,1.26,,
MLC0808AU,7.1552,46.4400,-2.59,14.57,NAv,,
MMF0354AU,2.5168,64.3200,-2.86,14.51,1.28,,
MLC0659AU,6.6464,10.1900,-2.68,14.48,1,,
ANZ0489AU,2.3123,41.6200,-3.33,14.01,0.5,,
Equity Australia Large Geared,,
FSF0845AU,0.4315,13.5200,-21.65,13.48,NAv,,
AMP0819AU,1.4750,28.5300,-13.38,12.90,-13.32,,
FSF0358AU,2.0014,38.6400,-22.30,11.29,-11.36,,
Equity Australia Mid/Small Growth,,
FSF0413AU,2.8798,34.6300,-1.03,20.78,-0.64,,
MMF0868AU,1.3434,19.2200,-8.37,16.30,-0.65,,
FSF0742AU,0.8848,12.2200,-7.59,16.21,NAv,,
MLC0791AU,8.1790,26.7500,-8.40,15.72,NAv,,
MMF0858AU,1.2806,10.4600,-9.06,15.43,-1.39,,
Equity Australia Mid/Small Blend,,
ANZ0635AU,2.3401,13.3000,3.14,25.63,3.03,,
AMP0879AU,1.7590,23.6300,-0.49,24.85,-0.2,,
ANZ0641AU,2.2214,10.0100,2.37,24.69,2.26,,
AMP1094AU,1.2482,17.8200,-3.95,21.23,-0.81,,
Equity Australia Mid/Small Value,,
MLC0810AU,8.2293,11.3300,-3.43,24.89,NAv,,
FSF0987AU,1.7226,30.7300,-4.41,19.05,NAv,,
Unlisted and Direct Property,,
MMF0869AU,1.2202,17.0300,6.87,3.23,-0.2,,
ANZ0793AU,1.2047,13.6400,6.87,3.20,-0.47,,
MMF0859AU,1.1630,10.7700,6.07,2.46,-0.95,,
ANZ0772AU,1.1501,16.3700,6.07,2.43,-1.22,,
NAv,NAv,20.5800,7.51,1.82,NAv,,
Equity World Large Growth,,
MMF0290AU,0.8352,23.2000,5.01,6.48,-3.06,,
FSF0341AU,0.5969,10.7700,4.50,5.38,-8.71,,
Equity World Large Value,,
FSF0337AU,0.7584,20.1800,-0.31,3.88,-6.4,,
AMP0872AU,0.8328,24.9700,-4.84,3.34,-12.79,,
FSF0412AU,1.6408,128.8200,-5.80,3.13,-0.12,,
MMF0618AU,1.3724,71.2000,-4.41,2.99,0.15,,
Equity World - Currency Hedged,,
MMF0875AU,1.1351,23.9400,4.00,20.20,-0.89,,
FSF0989AU,1.6257,21.4500,-1.03,19.60,NAv,,
NAv,0.9205,16.5200,2.35,19.44,-1.71,,
ANZ0498AU,1.6419,15.1300,3.84,19.32,-1.29,,
MLC0819AU,7.9962,22.7500,2.85,19.29,NAv,,
FSF0817AU,1.0022,13.3000,3.47,18.67,-1.79,,
Equity World / Australia,,
MLC0830AU,7.8232,22.7400,-3.48,14.42,NAv,,
MLC0446AU,7.3138,16.3400,-3.50,14.35,-6.23,,
MLC0829AU,11.4180,105.1700,-1.14,12.24,NAv,,
MLC0311AU,10.7145,28.7800,-1.17,12.22,-3,,
Equity Asia Pacific w/o Japan,,
FSF0844AU,0.9536,14.5600,-6.77,10.30,NAv,,
MLC0851AU,12.0760,14.6400,-6.64,6.13,NAv,,
AMP1201AU,0.9349,13.1200,-11.21,4.35,NAv,,
Equity Emerging Markets,,
AMP1105AU,0.7620,14.9600,-13.25,6.06,NAv,,
Hedge Funds - Global,,
MMF1016AU,1.7052,15.3900,2.21,-2.91,9.88,,
Infrastructure - Global,,
FSF0846AU,0.9418,15.0000,4.79,17.40,NAv,,
AMP1215AU,1.2421,50.3200,4.47,15.47,NAv,,
MMF1217AU,1.6291,18.0700,4.51,15.07,NAv,,
,
